id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,Loan status
,,5000,5000,5000.0, 36 months, 11.49%,164.86,B,B5,Family Development Specialist ,2 years,RENT,37000,Verified,Nov-2015,n,,,debt_consolidation,Debt consolidation,361xx,AL,28.87,0,Aug-2004,0,34,,7,0,3225,84.9%,21,w,1414.99,1414.99,4467.93,4467.93,3585.01,882.92,0.0,0.0,0.0,Feb-2018,164.86,Mar-2018,Feb-2018,0,41,1,Individual,,,,0,0,158190.0,,,,,,,,,,,,3800.0,,,,4,22599.0,0.0,102.6,0,0.0,101.0,134.0,106.0,12.0,2.0,134.0,41.0,0.0,41.0,4.0,1.0,2.0,1.0,2.0,15.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,75.0,100.0,0.0,0.0,168912.0,52751.0,3000.0,56942.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,35000,35000,35000.0, 36 months, 13.33%,1184.86,C,C3,inspector,9 years,OWN,112000,Verified,May-2015,n,,,home_improvement,Home improvement,785xx,TX,23.16,1,Jul-2002,0,20,,15,0,25550,44.2%,46,w,3477.02,3477.02,38970.78,38970.78,31522.98,7447.80,0.0,0.0,0.0,Feb-2018,1184.86,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,80179.0,,,,,,,,,,,,57800.0,,,,5,6168.0,21950.0,53.8,0,0.0,141.0,154.0,16.0,16.0,0.0,18.0,20.0,12.0,20.0,0.0,4.0,4.0,5.0,17.0,10.0,12.0,35.0,4.0,15.0,0.0,0.0,0.0,0.0,97.8,20.0,0.0,0.0,157131.0,80179.0,47500.0,96284.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,9475,9475,9475.0, 36 months, 17.57%,340.51,D,D4,Heodialysis technician,< 1 year,RENT,35000,Not Verified,Jul-2014,n,,,major_purchase,Major purchase,785xx,TX,25.27,0,Jul-2007,0,,,11,0,13949,57.4%,15,w,0.00,0.00,12258.0581339622,12258.06,9475.00,2783.06,0.0,0.0,0.0,Jul-2017,340.21,,Feb-2018,0,,1,Individual,,,,0,0,25814.0,,,,,,,,,,,,24300.0,,,,5,2347.0,1604.0,82.8,0,0.0,61.0,83.0,7.0,7.0,0.0,20.0,,7.0,,0.0,3.0,7.0,4.0,5.0,3.0,10.0,12.0,7.0,11.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,40706.0,25814.0,9300.0,16406.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,16000,16000,15950.0, 36 months, 13.11%,539.96,B,B4,Broward Sheriff's Office,8 years,MORTGAGE,56000,Not Verified,Feb-2013,n,,  Borrower added on 01/16/13 > Hello to all! This loan is to assist me with my goal of having a credit card debt free life in 3 years and having just one creditor (besides my mortgage). Thanking you all for making this happen!<br>,debt_consolidation,Debt consolidation,333xx,FL,11.25,0,Dec-1998,3,,,18,0,15347,46.9%,28,w,0.00,0.00,19309.5200000011,19249.18,16000.00,3309.52,0.0,0.0,0.0,Aug-2015,1658.35,,Jul-2015,0,,1,Individual,,,,0,0,169719.0,,,,,,,,,,,,32700.0,,,,6,10607.0,11990.0,41.8,0,0.0,160.0,171.0,1.0,1.0,1.0,1.0,,1.0,,0.0,5.0,7.0,9.0,12.0,4.0,15.0,22.0,7.0,18.0,0.0,0.0,0.0,3.0,100.0,12.5,0.0,0.0,199531.0,18429.0,20600.0,4000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,25000,25000,25000.0, 60 months, 20.31%,666.67,D,D5,City of Syracuse,6 years,MORTGAGE,67000,Verified,Aug-2013,n,,  Borrower added on 08/07/13 > Refinance opened credit cards to enable home improvements on our home<br>,credit_card,refinancing and home improvement,130xx,NY,22.64,0,Oct-2004,0,,,13,0,17823,83.7%,24,f,0.00,0.00,38864.2065907255,38864.21,25000.00,13864.21,0.0,0.0,0.0,Jun-2017,9530.73,,Jun-2017,0,,1,Individual,,,,0,0,159974.0,,,,,,,,,,,,21300.0,,,,2,12306.0,2337.0,85.1,0,0.0,107.0,98.0,23.0,18.0,1.0,26.0,,18.0,,0.0,7.0,9.0,7.0,8.0,10.0,10.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,100.0,57.1,0.0,0.0,178161.0,48008.0,15700.0,38211.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,20000.0, 60 months, 13.33%,458.45,C,C3,Marketing Coordinator,9 years,RENT,82000,Source Verified,Apr-2015,n,,,debt_consolidation,Debt consolidation,911xx,CA,16.92,0,Nov-2004,0,,,6,0,11461,66.2%,9,w,10303.35,10303.35,15572.49,15572.49,9696.65,5875.84,0.0,0.0,0.0,Feb-2018,458.45,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,37667.0,,,,,,,,,,,,17300.0,,,,4,6278.0,4439.0,72.1,0,0.0,66.0,124.0,7.0,5.0,0.0,7.0,,11.0,,0.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,6.0,0.0,0.0,0.0,3.0,100.0,66.7,0.0,0.0,56157.0,37667.0,15900.0,38857.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10500,10500,10500.0, 36 months, 13.66%,357.14,C,C3,Research Assistant,< 1 year,RENT,40000,Source Verified,Dec-2014,n,,,debt_consolidation,Debt consolidation,921xx,CA,14.64,0,Sep-2007,1,,,11,0,8633,50.2%,15,w,0.00,0.00,5349.13,5349.13,3862.73,1486.40,0.0,0.0,0.0,Mar-2016,357.14,,Feb-2018,0,,1,Individual,,,,0,0,52721.0,,,,,,,,,,,,17200.0,,,,4,4793.0,4567.0,65.4,0,0.0,86.0,60.0,3.0,3.0,0.0,33.0,,1.0,,0.0,2.0,2.0,2.0,4.0,8.0,3.0,7.0,2.0,11.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,60196.0,52721.0,13200.0,42996.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,14950,14950,14950.0, 60 months, 17.14%,372.68,D,D4,Teacher/Admin,10+ years,OWN,52000,Not Verified,Jan-2015,n,,,debt_consolidation,Debt consolidation,807xx,CO,20.03,0,Aug-1996,1,54,,12,0,14753,85.8%,31,w,7526.92,7526.92,13402.24,13402.24,7423.08,5979.16,0.0,0.0,0.0,Jan-2018,372.68,Mar-2018,Feb-2018,0,54,1,Individual,,,,0,0,100896.0,,,,,,,,,,,,17200.0,,,,7,8408.0,198.0,96.5,0,0.0,161.0,221.0,3.0,3.0,2.0,4.0,54.0,3.0,54.0,10.0,4.0,9.0,4.0,10.0,8.0,10.0,21.0,9.0,12.0,0.0,0.0,0.0,3.0,67.7,100.0,0.0,0.0,119260.0,35149.0,5600.0,25855.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,35000,35000,34975.0, 60 months, 25.78%,1043.37,F,F5,Accountant,10+ years,RENT,89000,Source Verified,Oct-2015,n,,,credit_card,Credit card refinancing,061xx,CT,15.12,0,Oct-1987,3,,,13,0,27020,72.4%,38,f,0.00,0.00,3029.85,3027.69,893.28,2136.57,0.0,0.0,0.0,Jan-2016,1043.37,,Feb-2017,0,,1,Individual,,,,0,338,187496.0,,,,,,,,,,,,35300.0,,,,3,14423.0,1441.0,93.4,0,0.0,11.0,323.0,52.0,1.0,10.0,52.0,,0.0,,0.0,5.0,7.0,5.0,13.0,3.0,8.0,24.0,7.0,13.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,225561.0,50192.0,26800.0,15650.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,24000,24000,24000.0, 60 months, 13.99%,558.32,C,C3,Manager,4 years,MORTGAGE,112000,Not Verified,Dec-2016,n,,,credit_card,Credit card refinancing,378xx,TN,17.64,0,Aug-2004,0,,79,17,1,17780,67.9%,46,w,19443.08,19443.08,8132.9,8132.90,4556.92,3575.98,0.0,0.0,0.0,Feb-2018,558.32,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,316543.0,0,9.0,1,2.0,11.0,67384.0,74,1.0,2.0,5495,72.0,26200.0,1,2,1.0,4,18620.0,7751.0,63.6,0,0.0,148.0,123.0,10.0,10.0,1.0,15.0,,10.0,,0.0,5.0,6.0,6.0,7.0,36.0,7.0,9.0,6.0,17.0,0.0,0.0,0.0,2.0,100.0,66.7,1.0,0.0,370895.0,85164.0,21300.0,91440.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12875,12875,12875.0, 36 months, 11.99%,427.58,B,B5,Accounting Tech II,9 years,OWN,35000,Source Verified,Jul-2017,n,,,debt_consolidation,Debt consolidation,731xx,OK,27.64,0,Jun-1992,0,,,10,0,27607,42.2%,13,w,10718.66,10718.66,2975.91,2975.91,2156.34,819.57,0.0,0.0,0.0,Feb-2018,427.58,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,27607.0,0,0.0,0,0.0,48.0,0.0,,1.0,3.0,8785,42.0,65400.0,0,1,2.0,3,3067.0,33854.0,44.9,0,0.0,48.0,301.0,10.0,10.0,0.0,10.0,,10.0,,0.0,7.0,8.0,8.0,8.0,1.0,10.0,12.0,8.0,10.0,0.0,0.0,0.0,1.0,100.0,12.5,0.0,0.0,65400.0,27607.0,61400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,8000,8000,8000.0, 36 months,  7.24%,247.9,A,A3,Branch manager,5 years,MORTGAGE,68000,Not Verified,Oct-2016,n,,,credit_card,Credit card refinancing,959xx,CA,11.6,0,Aug-2006,0,,98,6,1,3586,18.3%,11,w,4875.67,4875.67,3715.28,3715.28,3124.33,590.95,0.0,0.0,0.0,Jan-2018,247.9,Mar-2018,Feb-2018,0,,1,Individual,,,,0,1654,16691.0,0,2.0,0,1.0,15.0,13105.0,52,0.0,1.0,1973,37.0,19600.0,0,0,3.0,2,2782.0,7027.0,21.9,0,0.0,51.0,122.0,22.0,15.0,0.0,37.0,,3.0,,0.0,1.0,2.0,2.0,3.0,3.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,45071.0,16691.0,9000.0,25471.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14400,14400,14400.0, 60 months, 15.05%,342.96,C,C4,Associate Account Executive,1 year,RENT,42000,Source Verified,Sep-2017,n,,,credit_card,Credit card refinancing,021xx,MA,10.8,0,Aug-2012,0,,,13,0,8419,32.4%,18,w,0.00,0.00,15155.7552582874,15155.76,14400.00,755.76,0.0,0.0,0.0,Jan-2018,14138.92,,Jan-2018,0,,1,Individual,,,,0,0,36260.0,1,9.0,0,2.0,23.0,27841.0,102,2.0,3.0,4989,68.0,26000.0,0,3,0.0,5,2789.0,17330.0,32.0,0,0.0,61.0,46.0,2.0,2.0,0.0,2.0,,,,0.0,3.0,4.0,3.0,3.0,14.0,4.0,4.0,4.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,53250.0,36260.0,25500.0,27250.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,5000,5000,5000.0, 36 months, 10.49%,162.49,B,B2,,,RENT,18600,Not Verified,Apr-2017,n,,,credit_card,Credit card refinancing,983xx,WA,8.84,0,Apr-2007,0,50,,9,0,4332,15.7%,31,w,3764.35,3764.35,1621.99,1621.99,1235.65,386.34,0.0,0.0,0.0,Feb-2018,162.49,Mar-2018,Feb-2018,0,50,1,Individual,,,,0,0,4332.0,0,0.0,0,0.0,102.0,0.0,,2.0,10.0,1380,16.0,27600.0,1,0,0.0,10,481.0,21713.0,16.5,0,0.0,119.0,88.0,7.0,7.0,0.0,7.0,,13.0,,1.0,4.0,5.0,7.0,18.0,8.0,9.0,23.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,14.3,0.0,0.0,27600.0,4332.0,26000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,8000,8000,8000.0, 36 months, 12.62%,268.09,C,C1,Property Manager,< 1 year,RENT,19000,Source Verified,Nov-2017,n,,,credit_card,Credit card refinancing,863xx,AZ,33.86,0,Mar-2006,0,58,,5,0,7634,66.4%,13,w,7442.31,7442.31,793.05,793.05,557.69,235.36,0.0,0.0,0.0,Feb-2018,268.09,Mar-2018,Nov-2017,0,,1,Joint App,57000,11.81,Not Verified,0,0,29943.0,2,1.0,1,2.0,5.0,22309.0,98,1.0,1.0,4244,88.0,11500.0,0,3,1.0,3,7486.0,1756.0,70.7,0,0.0,125.0,123.0,4.0,4.0,4.0,40.0,58.0,5.0,58.0,0.0,1.0,2.0,1.0,2.0,3.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,92.3,0.0,0.0,0.0,34190.0,29943.0,6000.0,22690.0,8131.0,Mar-2006,0.0,4.0,4.0,56.1,1.0,5.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months,  6.99%,308.73,A,A2,Sales,1 year,RENT,60000,Source Verified,Jul-2016,n,,,debt_consolidation,,194xx,PA,9.9,0,Dec-2006,0,,,5,0,9216,79%,8,w,0.00,0.00,3795.2,3795.20,2307.57,463.23,0.0,1024.4,184.392,Apr-2017,308.73,,Oct-2017,0,,1,Individual,,,,0,0,11214.0,0,1.0,0,0.0,65.0,1998.0,13,0.0,2.0,7826,79.0,11600.0,0,0,0.0,2,2242.0,3533.0,79.0,0,0.0,115.0,110.0,15.0,15.0,0.0,15.0,,15.0,,0.0,3.0,4.0,3.0,3.0,2.0,4.0,6.0,4.0,5.0,,0.0,0.0,0.0,100.0,33.3,0.0,0.0,27271.0,11214.0,10600.0,15671.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,6600,6600,6600.0, 36 months, 14.08%,225.83,C,C3,,,MORTGAGE,52512,Verified,Dec-2017,n,,,other,Other,359xx,AL,29.98,0,Apr-2004,1,76,81,11,1,3575,16.8%,36,w,6301.48,6301.48,446.5,446.50,298.52,147.98,0.0,0.0,0.0,Feb-2018,225.83,Mar-2018,Feb-2018,0,76,1,Individual,,,,0,0,51973.0,3,4.0,3,6.0,3.0,48398.0,88,1.0,6.0,813,68.0,21300.0,3,0,3.0,12,4725.0,9441.0,17.2,0,0.0,159.0,164.0,1.0,1.0,2.0,13.0,,1.0,,1.0,3.0,7.0,3.0,3.0,22.0,7.0,11.0,7.0,11.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,76471.0,51973.0,11400.0,55171.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,7000,7000,7000.0, 36 months, 10.99%,229.14,B,B3,Senior Training Techncian,6 years,MORTGAGE,68000,Not Verified,Oct-2014,n,,,debt_consolidation,Debt consolidation,220xx,VA,14.74,0,Jan-2005,0,73,,7,0,7023,66.3%,18,w,0.00,0.00,8204.9507099874,8204.95,7000.00,1204.95,0.0,0.0,0.0,Sep-2017,18.46,,Feb-2018,0,74,1,Individual,,,,0,75,28277.0,,,,,,,,,,,,10600.0,,,,4,4040.0,2182.0,75.2,0,0.0,117.0,112.0,9.0,9.0,0.0,9.0,73.0,9.0,73.0,4.0,3.0,4.0,3.0,9.0,5.0,4.0,13.0,4.0,7.0,0.0,0.0,0.0,3.0,77.8,66.7,0.0,0.0,47589.0,28277.0,8800.0,36989.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,30000,30000,30000.0, 60 months, 12.39%,673.27,C,C1,VP of Environmental Health and Safety,5 years,MORTGAGE,114000,Verified,Nov-2014,n,,,credit_card,Credit card refinancing,840xx,UT,21.41,0,Apr-1997,0,72,55,15,1,61804,80.2%,41,w,0.00,0.00,38143.42852627,38143.43,30000.00,8143.43,0.0,0.0,0.0,Sep-2017,15966.82,,Sep-2017,0,72,1,Individual,,,,0,0,105435.0,,,,,,,,,,,,77100.0,,,,5,7029.0,3367.0,79.0,0,0.0,139.0,211.0,18.0,1.0,5.0,19.0,,3.0,72.0,0.0,2.0,7.0,4.0,10.0,13.0,11.0,22.0,7.0,15.0,0.0,0.0,0.0,1.0,97.6,50.0,0.0,0.0,132430.0,105435.0,16000.0,55330.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15000,15000,15000.0, 36 months, 13.59%,509.69,C,C2,MANAGEMENT ANALYST,10+ years,MORTGAGE,115000,Source Verified,Sep-2017,n,,,home_improvement,Home improvement,207xx,MD,8.5,6,Mar-1992,0,9,,14,0,4897,31%,31,w,13262.00,13262.00,2537.13,2537.13,1738.00,799.13,0.0,0.0,0.0,Feb-2018,509.69,Mar-2018,Feb-2018,1,14,1,Individual,,,,0,296,104610.0,1,1.0,1,1.0,3.0,34819.0,101,0.0,0.0,0,79.0,15800.0,2,3,4.0,1,9510.0,400.0,0.0,0,0.0,142.0,306.0,29.0,3.0,2.0,82.0,23.0,1.0,12.0,2.0,0.0,1.0,1.0,3.0,5.0,12.0,23.0,1.0,14.0,0.0,0.0,2.0,1.0,77.4,0.0,0.0,0.0,138328.0,39716.0,400.0,34528.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,19200,19200,19200.0, 60 months, 12.62%,433.14,C,C1,Revenue Manager,10+ years,MORTGAGE,126000,Source Verified,Sep-2017,n,,,credit_card,Credit card refinancing,754xx,TX,22.53,0,Oct-1992,0,,,13,0,26273,88.5%,35,w,18260.43,18260.43,1806.6,1806.60,939.57,867.03,0.0,0.0,0.0,Feb-2018,433.14,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,380382.0,0,5.0,0,0.0,27.0,73339.0,59,1.0,1.0,12329,71.0,29700.0,0,1,1.0,2,29260.0,3427.0,88.5,0,0.0,201.0,299.0,7.0,7.0,4.0,7.0,,7.0,,0.0,5.0,5.0,6.0,8.0,13.0,6.0,18.0,5.0,13.0,0.0,0.0,0.0,1.0,100.0,83.3,0.0,0.0,514337.0,99612.0,29700.0,126387.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,12000.0, 36 months, 10.49%,389.98,B,B2,Paraprofessional,10+ years,MORTGAGE,60000,Source Verified,Oct-2016,n,,,debt_consolidation,Debt consolidation,609xx,IL,14.74,0,Oct-1986,1,44,,8,0,11094,56.6%,29,f,7451.94,7451.94,5852.96,5852.96,4548.06,1304.90,0.0,0.0,0.0,Feb-2018,389.98,Mar-2018,Feb-2018,0,68,1,Individual,,,,0,0,144204.0,1,1.0,0,1.0,20.0,6817.0,47,1.0,2.0,6360,53.0,19600.0,0,1,1.0,3,20601.0,4110.0,62.6,0,0.0,170.0,360.0,6.0,6.0,5.0,6.0,70.0,6.0,70.0,0.0,2.0,4.0,2.0,10.0,6.0,5.0,18.0,4.0,8.0,0.0,0.0,0.0,1.0,82.8,0.0,0.0,0.0,171037.0,17911.0,11000.0,14437.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14000,14000,14000.0, 60 months, 19.52%,367.19,E,E2,Marketing Specialist,4 years,OWN,55460,Source Verified,Oct-2014,n,,,debt_consolidation,Debt consolidation,114xx,NY,19.78,0,Aug-2005,1,,,16,0,6558,32.1%,21,w,6570.27,6570.27,14363.49,14363.49,7429.73,6860.32,73.44,0.0,0.0,Feb-2018,367.19,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,77955.0,,,,,,,,,,,,20400.0,,,,1,4872.0,142.0,97.7,0,0.0,110.0,101.0,33.0,17.0,0.0,86.0,,1.0,,0.0,2.0,3.0,3.0,4.0,13.0,6.0,8.0,3.0,16.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,89902.0,77955.0,6300.0,69502.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,1000,1000,1000.0, 36 months, 12.62%,33.52,C,C1,Social worker,5 years,OWN,65000,Not Verified,Oct-2017,n,,,debt_consolidation,Debt consolidation,087xx,NJ,17.62,0,Sep-2004,1,30,,9,0,9095,42.5%,28,w,906.52,906.52,133.38,133.38,93.48,39.90,0.0,0.0,0.0,Feb-2018,33.52,Mar-2018,Feb-2018,0,72,1,Individual,,,,0,0,53912.0,0,2.0,0,0.0,36.0,44817.0,83,2.0,3.0,3941,72.0,21400.0,1,1,2.0,3,6739.0,9332.0,37.8,0,0.0,157.0,124.0,7.0,7.0,3.0,12.0,,1.0,30.0,2.0,2.0,5.0,3.0,8.0,11.0,7.0,14.0,5.0,9.0,0.0,0.0,0.0,2.0,88.9,33.3,0.0,0.0,75296.0,53912.0,15000.0,53896.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,24025,24025,24025.0, 60 months,  8.18%,489.22,B,B1,Operations Leader ,7 years,MORTGAGE,66000,Source Verified,Apr-2015,n,,,credit_card,Credit card refinancing,786xx,TX,26.62,0,Oct-2000,1,,,23,0,30893,53.7%,40,w,11619.67,11619.67,16622.56,16622.56,12405.33,4217.23,0.0,0.0,0.0,Feb-2018,489.22,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,193201.0,,,,,,,,,,,,57500.0,,,,4,9200.0,10755.0,73.6,0,0.0,116.0,174.0,6.0,6.0,1.0,6.0,,6.0,,0.0,6.0,7.0,7.0,12.0,13.0,14.0,26.0,7.0,23.0,0.0,0.0,0.0,3.0,100.0,42.9,0.0,0.0,238289.0,83569.0,40800.0,68069.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15000,15000,15000.0, 36 months, 17.09%,535.47,D,D1,Truck driver,10+ years,MORTGAGE,65000,Source Verified,Oct-2017,n,,,home_improvement,Home improvement,907xx,CA,16.25,0,Mar-1996,0,,89,8,1,8307,77.6%,12,f,13686.27,13686.27,2127.64,2127.64,1313.73,813.91,0.0,0.0,0.0,Feb-2018,535.47,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,19175.0,0,2.0,1,2.0,12.0,10868.0,70,2.0,4.0,3965,73.0,10700.0,1,1,1.0,6,2397.0,1157.0,87.4,0,0.0,161.0,259.0,7.0,7.0,0.0,7.0,,12.0,,0.0,4.0,5.0,4.0,4.0,5.0,6.0,7.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,100.0,1.0,0.0,26300.0,19175.0,9200.0,15600.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,7250,7250,7250.0, 36 months, 17.99%,262.07,D,D2,,,OWN,99999,Source Verified,Sep-2016,n,,,other,Other,759xx,TX,8.4,1,Feb-1979,0,3,,3,0,569,37.9%,13,w,4500.28,4500.28,4204.33,4204.33,2749.72,1454.61,0.0,0.0,0.0,Feb-2018,262.07,Mar-2018,Feb-2018,0,32,1,Individual,,,,0,0,3970.0,0,1.0,0,0.0,72.0,3401.0,12,0.0,1.0,569,13.0,1500.0,0,2,0.0,1,1323.0,931.0,37.9,0,0.0,152.0,451.0,21.0,21.0,1.0,21.0,3.0,,3.0,1.0,1.0,1.0,2.0,7.0,3.0,2.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,30852.0,3970.0,1500.0,29352.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14000,14000,14000.0, 36 months, 15.05%,485.66,C,C4,Associate,2 years,RENT,44000,Verified,Nov-2017,n,,,credit_card,Credit card refinancing,553xx,MN,27.63,0,Sep-2011,1,,,18,0,5793,46%,20,f,13689.92,13689.92,473.95,473.95,310.08,163.87,0.0,0.0,0.0,Dec-2017,485.66,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,83017.0,2,16.0,1,4.0,3.0,77224.0,93,1.0,1.0,4009,87.0,12600.0,1,0,1.0,5,4612.0,6807.0,46.0,0,0.0,74.0,27.0,3.0,3.0,0.0,3.0,,3.0,,0.0,2.0,2.0,2.0,2.0,18.0,2.0,2.0,2.0,18.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,95900.0,83017.0,12600.0,83300.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
