loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,Loan_status
29200.0,29200.0,29200.0, 60 months, 16.02%,710.4,C,C5,10+ years,MORTGAGE,130000.0,Verified,Jun-2017,n,debt_consolidation,CA,17.11,0.0,Jan-2003,0.0,11.0,1.0,17590.0,56.6%,27.0,w,Aug-2017,0.0,Individual,0.0,0.0,416166.0,31100.0,41617.0,8702.0,53.2,0.0,0.0,72.0,173.0,31.0,3.0,4.0,31.0,0.0,3.0,5.0,4.0,5.0,13.0,6.0,10.0,5.0,11.0,0.0,0.0,0.0,3.0,100.0,33.3,1.0,0.0,453534.0,57888.0,18600.0,60934.0,Cash,1
10000.0,10000.0,10000.0, 36 months, 14.85%,345.92,C,C5,4 years,MORTGAGE,42000.0,Source Verified,Dec-2015,n,other,TX,19.23,0.0,May-1995,0.0,8.0,0.0,2454.0,17.8%,18.0,w,Aug-2017,0.0,Individual,0.0,0.0,31843.0,13800.0,3980.0,6275.0,26.2,0.0,0.0,70.0,247.0,7.0,7.0,1.0,13.0,2.0,1.0,2.0,3.0,4.0,6.0,7.0,11.0,2.0,8.0,0.0,0.0,0.0,2.0,88.9,0.0,0.0,0.0,48220.0,31843.0,8500.0,34420.0,Cash,1
17975.0,17975.0,17975.0, 36 months, 10.99%,588.4,B,B3,< 1 year,MORTGAGE,80000.0,Not Verified,Jun-2014,n,home_improvement,NY,24.21,0.0,Oct-2000,2.0,18.0,0.0,15650.0,28.2%,41.0,w,Sep-2017,0.0,Individual,0.0,0.0,344228.0,55400.0,21514.0,35167.0,23.7,0.0,0.0,82.0,164.0,3.0,3.0,1.0,70.0,0.0,2.0,3.0,6.0,17.0,11.0,10.0,28.0,3.0,18.0,0.0,0.0,0.0,1.0,100.0,16.7,0.0,0.0,413519.0,59035.0,46100.0,52575.0,Cash,1
22275.0,22275.0,22275.0, 36 months, 12.62%,746.47,C,C1,10+ years,OWN,60000.0,Not Verified,Jun-2017,n,debt_consolidation,CO,28.48,0.0,Aug-2000,1.0,18.0,0.0,10192.0,25.7%,51.0,w,Feb-2018,0.0,Individual,0.0,0.0,460099.0,39600.0,28756.0,11398.0,39.7,0.0,0.0,130.0,202.0,7.0,5.0,4.0,7.0,6.0,5.0,7.0,6.0,8.0,26.0,14.0,21.0,7.0,18.0,0.0,0.0,0.0,5.0,82.4,0.0,0.0,0.0,514902.0,193334.0,18900.0,206722.0,Cash,1
24000.0,24000.0,24000.0, 60 months,  9.99%,509.82,B,B3,1 year,RENT,90700.0,Source Verified,Mar-2015,n,credit_card,FL,24.17,0.0,May-2000,0.0,7.0,0.0,29448.0,98.2%,15.0,w,Feb-2018,0.0,Individual,0.0,0.0,104808.0,30000.0,14973.0,552.0,98.2,0.0,0.0,143.0,178.0,66.0,14.0,0.0,135.0,0.0,3.0,3.0,3.0,4.0,9.0,3.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,147061.0,104808.0,30000.0,117061.0,Cash,1
33925.0,33925.0,33925.0, 36 months, 14.99%,1175.86,C,C4,4 years,MORTGAGE,144000.0,Verified,Apr-2017,n,credit_card,SC,7.43,0.0,Jan-1996,0.0,10.0,0.0,25302.0,93.4%,13.0,w,Feb-2018,0.0,Individual,0.0,0.0,41585.0,27100.0,4159.0,330.0,98.5,0.0,0.0,68.0,255.0,21.0,21.0,2.0,21.0,0.0,5.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,44850.0,41585.0,21300.0,17750.0,Cash,1
24800.0,24800.0,24800.0, 60 months, 17.57%,623.98,D,D4,< 1 year,RENT,100000.0,Source Verified,Apr-2015,n,credit_card,CA,17.02,0.0,Aug-1999,0.0,14.0,0.0,20714.0,88.8%,22.0,w,Oct-2017,0.0,Individual,0.0,0.0,57781.0,22800.0,4127.0,668.0,96.5,0.0,0.0,137.0,187.0,1.0,1.0,0.0,9.0,0.0,5.0,8.0,5.0,5.0,13.0,8.0,9.0,8.0,14.0,0.0,0.0,0.0,3.0,90.5,100.0,0.0,0.0,69218.0,57781.0,20500.0,46418.0,Cash,1
18000.0,18000.0,18000.0, 36 months,  5.32%,542.07,A,A1,10+ years,MORTGAGE,95000.0,Not Verified,Sep-2015,n,credit_card,MD,18.57,0.0,Mar-2003,0.0,7.0,0.0,27456.0,40.9%,14.0,w,Feb-2018,0.0,Individual,0.0,0.0,299703.0,67100.0,42815.0,39644.0,40.9,0.0,0.0,42.0,149.0,68.0,29.0,2.0,69.0,0.0,3.0,3.0,4.0,8.0,2.0,4.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,390275.0,48029.0,67100.0,44000.0,Cash,1
9600.0,9600.0,9600.0, 36 months,  8.39%,302.56,A,A5,< 1 year,MORTGAGE,55000.0,Not Verified,Jul-2014,n,debt_consolidation,CT,4.6,1.0,Mar-1991,2.0,6.0,0.0,8401.0,29.8%,17.0,w,Jul-2017,0.0,Individual,0.0,0.0,8401.0,28200.0,1680.0,613.0,92.3,0.0,0.0,,279.0,1.0,1.0,1.0,92.0,1.0,1.0,3.0,1.0,4.0,0.0,6.0,16.0,3.0,6.0,0.0,0.0,0.0,1.0,88.2,100.0,0.0,0.0,28200.0,8401.0,8000.0,0.0,Cash,1
33600.0,33600.0,33600.0, 60 months, 20.50%,899.57,E,E4,6 years,MORTGAGE,79000.0,Verified,Dec-2015,n,debt_consolidation,GA,7.75,0.0,May-1996,1.0,11.0,0.0,20087.0,72.3%,24.0,w,Feb-2018,0.0,Individual,0.0,0.0,98008.0,27800.0,9801.0,862.0,94.9,0.0,0.0,140.0,235.0,6.0,6.0,1.0,8.0,0.0,3.0,6.0,4.0,6.0,7.0,10.0,16.0,7.0,11.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,116800.0,20087.0,16800.0,0.0,Cash,1
35000.0,35000.0,35000.0, 60 months, 12.74%,791.71,C,C1,10+ years,RENT,120000.0,Not Verified,Nov-2016,n,debt_consolidation,VA,21.32,0.0,Nov-1995,0.0,11.0,0.0,72173.0,61%,17.0,w,Oct-2017,0.0,Individual,0.0,0.0,84955.0,117394.0,7723.0,12977.0,62.0,0.0,0.0,103.0,252.0,23.0,14.0,0.0,23.0,0.0,9.0,10.0,9.0,9.0,2.0,10.0,15.0,6.0,11.0,,0.0,0.0,0.0,94.0,44.4,0.0,0.0,132394.0,84955.0,116794.0,15000.0,Cash,0
20000.0,20000.0,19750.0, 36 months, 10.91%,653.93,B,B4,,MORTGAGE,36000.0,Verified,Sep-2017,n,debt_consolidation,WI,17.3,0.0,May-1989,0.0,7.0,1.0,21465.0,65.6%,11.0,f,Sep-2017,0.0,Joint App,0.0,0.0,103863.0,32700.0,17311.0,3371.0,75.0,0.0,0.0,280.0,340.0,17.0,14.0,1.0,17.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,135134.0,28698.0,13500.0,13434.0,Cash,1
18000.0,18000.0,18000.0, 60 months, 13.98%,418.65,C,C3,10+ years,OWN,45000.0,Source Verified,Jul-2014,n,debt_consolidation,KS,11.28,0.0,Feb-1999,1.0,5.0,0.0,17885.0,67.2%,16.0,w,Feb-2018,0.0,Individual,0.0,0.0,17885.0,26600.0,3577.0,8715.0,67.2,0.0,0.0,89.0,185.0,6.0,6.0,0.0,6.0,0.0,4.0,4.0,5.0,14.0,2.0,5.0,14.0,4.0,5.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,26600.0,17885.0,26600.0,0.0,Cash,1
18000.0,18000.0,18000.0, 36 months,  8.99%,572.32,B,B1,2 years,OWN,106000.0,Source Verified,Aug-2016,n,credit_card,CA,11.59,0.0,Jun-1987,0.0,12.0,2.0,17845.0,72.2%,23.0,w,Feb-2018,0.0,Individual,0.0,0.0,32804.0,24700.0,3280.0,1485.0,91.5,0.0,0.0,119.0,125.0,16.0,16.0,0.0,16.0,0.0,5.0,8.0,5.0,12.0,3.0,9.0,18.0,8.0,12.0,0.0,0.0,0.0,0.0,95.7,100.0,2.0,0.0,52821.0,32804.0,17400.0,28121.0,Cash,1
21000.0,21000.0,21000.0, 36 months,  8.39%,661.85,B,B1,10+ years,MORTGAGE,175000.0,Verified,Jun-2016,n,credit_card,MN,15.5,0.0,Aug-1992,1.0,16.0,0.0,168470.0,90%,27.0,w,Feb-2018,0.0,Individual,0.0,0.0,305462.0,187510.0,19091.0,8074.0,84.0,0.0,0.0,123.0,285.0,6.0,6.0,3.0,6.0,0.0,11.0,14.0,13.0,13.0,7.0,14.0,18.0,12.0,16.0,,0.0,0.0,2.0,100.0,63.6,0.0,0.0,341937.0,79678.0,88810.0,15027.0,Cash,1
30000.0,30000.0,30000.0, 60 months, 14.49%,705.7,C,C4,10+ years,MORTGAGE,98000.0,Source Verified,Aug-2016,n,debt_consolidation,UT,21.31,0.0,Oct-2005,0.0,14.0,0.0,28363.0,70.2%,21.0,w,Feb-2018,0.0,Individual,0.0,0.0,242239.0,40400.0,17303.0,938.0,93.9,0.0,0.0,130.0,101.0,18.0,18.0,2.0,28.0,0.0,3.0,9.0,4.0,5.0,7.0,10.0,12.0,9.0,14.0,0.0,0.0,0.0,0.0,95.2,75.0,0.0,0.0,292258.0,72080.0,15400.0,76248.0,Cash,1
20000.0,20000.0,20000.0, 60 months, 10.99%,434.75,B,B4,8 years,RENT,42000.0,Source Verified,Mar-2015,n,credit_card,OH,31.14,0.0,Jul-1987,2.0,8.0,0.0,17255.0,69.9%,11.0,w,Feb-2018,0.0,Individual,0.0,0.0,35408.0,24700.0,4426.0,1074.0,93.9,0.0,0.0,331.0,120.0,29.0,19.0,0.0,29.0,0.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,67607.0,35408.0,17600.0,42907.0,Cash,1
24000.0,24000.0,24000.0, 36 months,  5.32%,722.76,A,A1,10+ years,MORTGAGE,169000.0,Not Verified,Jun-2017,n,debt_consolidation,AR,19.44,0.0,Feb-1977,0.0,13.0,0.0,20527.0,35%,27.0,w,Feb-2018,0.0,Individual,0.0,0.0,308471.0,58700.0,25706.0,15312.0,48.8,0.0,0.0,152.0,476.0,20.0,12.0,3.0,20.0,0.0,3.0,5.0,6.0,13.0,4.0,9.0,18.0,5.0,13.0,0.0,0.0,0.0,1.0,88.5,20.0,0.0,0.0,388388.0,62505.0,29900.0,46000.0,Cash,1
6200.0,6200.0,6200.0, 36 months, 10.42%,201.29,B,B3,5 years,OWN,36000.0,Not Verified,Nov-2017,n,debt_consolidation,PA,4.93,0.0,Mar-2010,0.0,5.0,0.0,6229.0,48.7%,8.0,w,Feb-2018,0.0,Individual,0.0,0.0,6229.0,12800.0,1246.0,4571.0,57.7,0.0,0.0,92.0,40.0,15.0,8.0,0.0,15.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,85.7,0.0,0.0,0.0,13921.0,6229.0,10800.0,0.0,Cash,1
3075.0,3075.0,3075.0, 36 months, 13.67%,104.61,C,C4,< 1 year,MORTGAGE,82840.0,Verified,Nov-2015,n,debt_consolidation,MD,34.43,1.0,Oct-1996,0.0,9.0,0.0,25241.0,98.6%,22.0,w,May-2017,0.0,Individual,0.0,0.0,301336.0,25600.0,33482.0,0.0,104.4,0.0,0.0,229.0,122.0,4.0,4.0,1.0,61.0,0.0,1.0,4.0,1.0,2.0,9.0,5.0,12.0,4.0,9.0,0.0,0.0,0.0,3.0,90.9,100.0,0.0,0.0,334505.0,88704.0,1800.0,77028.0,Cash,1
26975.0,26975.0,26975.0, 60 months, 10.99%,586.37,B,B4,5 years,RENT,85000.0,Verified,Mar-2015,n,credit_card,MS,27.19,0.0,Mar-1992,0.0,14.0,0.0,25173.0,73%,40.0,w,Feb-2018,2.0,Individual,0.0,460.0,269843.0,34500.0,19275.0,1900.0,88.8,0.0,0.0,127.0,275.0,15.0,2.0,6.0,125.0,0.0,2.0,8.0,2.0,10.0,10.0,9.0,24.0,8.0,14.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,303386.0,64127.0,17000.0,46444.0,Cash,1
13200.0,13200.0,13200.0, 60 months, 15.59%,318.13,D,D1,10+ years,MORTGAGE,80000.0,Verified,Jan-2015,n,debt_consolidation,CA,8.16,0.0,Jun-1995,0.0,11.0,0.0,7847.0,83.5%,19.0,f,Feb-2018,0.0,Individual,0.0,0.0,337209.0,9400.0,30655.0,1487.0,83.5,0.0,0.0,148.0,235.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,8.0,7.0,6.0,10.0,5.0,11.0,0.0,0.0,0.0,4.0,84.2,80.0,0.0,0.0,362022.0,28170.0,9000.0,32522.0,Cash,1
13000.0,13000.0,12750.0, 36 months,  8.39%,409.72,B,B1,3 years,RENT,46000.0,Source Verified,Apr-2016,n,credit_card,MD,9.57,0.0,Dec-2003,0.0,4.0,0.0,12786.0,92.7%,6.0,f,Feb-2018,0.0,Individual,0.0,0.0,24015.0,13800.0,6004.0,621.0,94.2,0.0,0.0,96.0,148.0,19.0,19.0,0.0,104.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,24003.0,24015.0,10800.0,10203.0,Cash,1
4800.0,4800.0,4800.0, 36 months, 13.67%,163.29,C,C4,5 years,RENT,33000.0,Source Verified,Dec-2015,n,other,VA,32.76,0.0,Dec-1997,1.0,12.0,1.0,5407.0,35.8%,40.0,f,Jul-2017,0.0,Individual,0.0,0.0,48339.0,15100.0,4834.0,1681.0,58.0,0.0,0.0,133.0,216.0,3.0,3.0,1.0,7.0,0.0,2.0,7.0,2.0,10.0,16.0,9.0,23.0,7.0,12.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,61749.0,48339.0,4000.0,46649.0,Cash,1
30000.0,30000.0,30000.0, 36 months, 11.49%,989.14,B,B5,10+ years,MORTGAGE,150000.0,Verified,Mar-2017,n,credit_card,FL,17.07,0.0,Nov-1991,0.0,16.0,0.0,31970.0,70.3%,23.0,f,Feb-2018,0.0,Individual,0.0,0.0,327690.0,45500.0,25207.0,9328.0,75.8,0.0,0.0,158.0,268.0,9.0,6.0,2.0,9.0,0.0,7.0,8.0,8.0,11.0,5.0,10.0,13.0,8.0,16.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,360200.0,56307.0,38500.0,34700.0,Cash,1
40000.0,40000.0,40000.0, 60 months, 11.99%,889.58,B,B5,3 years,OWN,140000.0,Verified,Jun-2017,n,home_improvement,NY,11.1,0.0,Jun-2006,0.0,6.0,0.0,737.0,8.2%,10.0,w,Feb-2018,0.0,Individual,0.0,0.0,609225.0,9000.0,101538.0,8263.0,8.2,0.0,0.0,39.0,132.0,20.0,13.0,1.0,20.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,605244.0,19651.0,9000.0,61339.0,Cash,0
20000.0,20000.0,20000.0, 60 months, 14.49%,470.47,C,C4,3 years,MORTGAGE,69000.0,Verified,Jul-2016,n,debt_consolidation,LA,14.68,0.0,May-1998,4.0,9.0,0.0,23644.0,80%,28.0,w,Feb-2018,0.0,Individual,0.0,0.0,225790.0,29400.0,32255.0,7050.0,84.0,0.0,0.0,133.0,218.0,11.0,4.0,5.0,11.0,0.0,4.0,5.0,7.0,7.0,6.0,5.0,18.0,4.0,7.0,,0.0,0.0,2.0,100.0,50.0,0.0,0.0,235400.0,38275.0,28200.0,18000.0,Cash,0
12825.0,12825.0,12825.0, 36 months, 11.99%,425.92,B,B5,< 1 year,OWN,34000.0,Source Verified,Nov-2014,n,credit_card,OH,24.0,0.0,May-1983,0.0,4.0,0.0,19716.0,97.1%,9.0,f,Nov-2017,0.0,Individual,0.0,0.0,19716.0,20300.0,4929.0,135.0,99.2,0.0,0.0,,378.0,50.0,50.0,0.0,50.0,1.0,2.0,4.0,2.0,5.0,0.0,4.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,88.9,100.0,0.0,0.0,20300.0,19716.0,16800.0,0.0,Cash,1
25300.0,25300.0,25300.0, 36 months, 14.08%,865.68,C,C3,9 years,MORTGAGE,125000.0,Not Verified,Dec-2017,n,home_improvement,IL,19.37,0.0,Aug-2001,2.0,16.0,0.0,14109.0,14.7%,22.0,w,Feb-2018,0.0,Individual,0.0,0.0,266818.0,96200.0,16676.0,71139.0,16.5,0.0,0.0,69.0,196.0,11.0,1.0,1.0,11.0,0.0,8.0,9.0,9.0,11.0,5.0,11.0,15.0,9.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,365334.0,118566.0,85200.0,109373.0,Cash,1
24000.0,24000.0,24000.0, 36 months, 12.39%,801.63,C,C1,7 years,RENT,81000.0,Source Verified,Jan-2015,n,debt_consolidation,MI,13.53,1.0,Oct-1995,1.0,19.0,0.0,24540.0,50.6%,41.0,w,Mar-2017,0.0,Individual,0.0,0.0,34293.0,48500.0,1905.0,11954.0,61.6,0.0,0.0,136.0,231.0,6.0,6.0,0.0,7.0,0.0,4.0,8.0,6.0,10.0,14.0,13.0,27.0,8.0,19.0,0.0,0.0,0.0,4.0,92.7,50.0,0.0,0.0,68375.0,34293.0,31100.0,19875.0,Cash,1
15000.0,15000.0,14950.0, 36 months,  8.39%,472.75,B,B1,1 year,MORTGAGE,94104.0,Source Verified,May-2016,n,small_business,WI,20.34,0.0,Feb-2006,0.0,18.0,0.0,19224.0,57.7%,31.0,w,Feb-2018,0.0,Individual,0.0,79.0,156484.0,33300.0,9205.0,5947.0,70.6,0.0,0.0,116.0,122.0,0.0,0.0,3.0,0.0,3.0,6.0,13.0,6.0,9.0,4.0,15.0,24.0,13.0,18.0,0.0,0.0,0.0,6.0,80.6,50.0,0.0,0.0,202328.0,33922.0,20200.0,22000.0,Cash,1
19425.0,19425.0,19425.0, 36 months, 18.99%,711.95,D,D3,10+ years,MORTGAGE,115000.0,Not Verified,Feb-2017,n,credit_card,NY,29.28,1.0,Aug-1990,0.0,21.0,0.0,49567.0,76%,38.0,f,Jan-2018,0.0,Individual,0.0,0.0,580491.0,65200.0,27642.0,9063.0,74.5,0.0,0.0,163.0,318.0,6.0,4.0,6.0,39.0,0.0,6.0,12.0,7.0,9.0,12.0,16.0,20.0,12.0,21.0,0.0,0.0,0.0,4.0,97.2,42.9,0.0,0.0,625655.0,120509.0,35500.0,97747.0,Cash,0
6500.0,6500.0,6500.0, 36 months, 18.85%,237.78,D,D3,3 years,RENT,44000.0,Verified,Sep-2013,n,debt_consolidation,NJ,16.69,0.0,Aug-2003,2.0,16.0,1.0,2367.0,78.9%,53.0,f,Feb-2018,0.0,Individual,0.0,1050.0,75059.0,3000.0,4691.0,0.0,102.9,0.0,0.0,120.0,122.0,25.0,11.0,0.0,63.0,0.0,1.0,1.0,1.0,14.0,34.0,2.0,19.0,1.0,16.0,0.0,0.0,0.0,1.0,98.0,100.0,1.0,0.0,79552.0,75059.0,2300.0,76552.0,Cash,1
20000.0,20000.0,20000.0, 36 months,  8.39%,630.34,B,B1,10+ years,OWN,45000.0,Source Verified,Apr-2016,n,credit_card,NJ,13.17,0.0,Mar-1989,0.0,15.0,1.0,18148.0,56%,34.0,w,Feb-2018,0.0,Individual,0.0,0.0,18576.0,32400.0,1429.0,7768.0,64.4,0.0,0.0,176.0,324.0,10.0,10.0,0.0,10.0,0.0,5.0,11.0,5.0,19.0,2.0,14.0,32.0,11.0,14.0,0.0,0.0,0.0,2.0,100.0,40.0,1.0,0.0,34326.0,18576.0,21800.0,1926.0,Cash,1
7300.0,7300.0,7300.0, 36 months,  7.12%,225.81,A,A3,3 years,MORTGAGE,42700.0,Source Verified,Oct-2014,n,debt_consolidation,SC,22.23,0.0,Nov-2000,0.0,9.0,1.0,7643.0,38.2%,33.0,w,Aug-2017,0.0,Individual,0.0,0.0,40129.0,20000.0,5016.0,8557.0,47.2,0.0,0.0,126.0,166.0,13.0,13.0,2.0,15.0,0.0,2.0,2.0,5.0,12.0,12.0,7.0,18.0,2.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,61081.0,40129.0,16200.0,41081.0,Cash,1
26500.0,26500.0,26500.0, 60 months, 14.98%,630.16,C,C3,9 years,MORTGAGE,89000.0,Verified,Dec-2013,n,credit_card,NY,21.57,0.0,Jan-1993,2.0,16.0,0.0,20183.0,24.3%,44.0,w,Sep-2015,1.0,Individual,0.0,204.0,291096.0,83200.0,18194.0,43562.0,20.1,0.0,0.0,134.0,251.0,15.0,6.0,7.0,15.0,0.0,2.0,4.0,6.0,8.0,17.0,11.0,20.0,4.0,16.0,0.0,0.0,0.0,1.0,93.0,16.7,0.0,0.0,398939.0,72446.0,54500.0,71739.0,Cash,1
10000.0,10000.0,10000.0, 36 months, 11.44%,329.48,B,B4,10+ years,OWN,23000.0,Not Verified,Jan-2015,n,debt_consolidation,WV,19.78,0.0,Jul-1991,0.0,6.0,0.0,5753.0,22.6%,15.0,w,Feb-2018,0.0,Individual,0.0,774.0,7527.0,25400.0,1255.0,16465.0,16.8,0.0,0.0,147.0,282.0,7.0,7.0,0.0,282.0,0.0,1.0,4.0,1.0,5.0,5.0,5.0,10.0,4.0,6.0,0.0,0.0,0.0,1.0,93.3,0.0,0.0,0.0,29408.0,7527.0,19800.0,4008.0,Cash,1
4000.0,4000.0,4000.0, 36 months, 13.67%,136.08,C,C4,7 years,RENT,36000.0,Verified,Dec-2015,n,debt_consolidation,MN,32.2,0.0,Jul-2001,2.0,7.0,0.0,7086.0,98.4%,16.0,f,Feb-2018,0.0,Individual,0.0,0.0,64167.0,7200.0,9167.0,114.0,98.2,0.0,0.0,148.0,172.0,102.0,8.0,0.0,113.0,0.0,2.0,3.0,2.0,2.0,13.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,74484.0,64167.0,6200.0,67284.0,Cash,1
40000.0,40000.0,40000.0, 36 months,  5.32%,1204.6,A,A1,,MORTGAGE,500000.0,Source Verified,Jun-2017,n,credit_card,NY,8.2,0.0,Jan-1975,0.0,15.0,0.0,9130.0,9.6%,40.0,w,Feb-2018,0.0,Individual,0.0,0.0,401922.0,94800.0,26795.0,81170.0,10.1,0.0,0.0,311.0,508.0,4.0,4.0,2.0,4.0,0.0,3.0,3.0,8.0,16.0,15.0,10.0,22.0,3.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,569563.0,90951.0,90300.0,65153.0,Cash,1
15000.0,15000.0,15000.0, 36 months,  5.32%,451.73,A,A1,10+ years,MORTGAGE,88200.0,Source Verified,Jul-2015,n,debt_consolidation,TX,8.26,0.0,Apr-2004,0.0,12.0,0.0,8654.0,31.5%,22.0,f,Feb-2018,0.0,Individual,0.0,0.0,12447.0,27500.0,1037.0,9642.0,28.6,0.0,0.0,134.0,126.0,13.0,13.0,2.0,21.0,1.0,5.0,9.0,6.0,7.0,7.0,11.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0,86.4,0.0,0.0,0.0,33680.0,12447.0,13500.0,6180.0,Cash,1
5100.0,5100.0,5100.0, 36 months,  9.44%,163.23,B,B1,5 years,RENT,37000.0,Source Verified,May-2017,n,credit_card,IL,4.48,0.0,Jan-2009,1.0,4.0,0.0,3143.0,16.1%,5.0,w,Feb-2018,0.0,Individual,0.0,0.0,3143.0,19500.0,786.0,10100.0,23.5,0.0,0.0,,95.0,66.0,66.0,0.0,66.0,0.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,19500.0,3143.0,13200.0,0.0,Cash,1
30000.0,30000.0,30000.0, 60 months, 14.08%,699.3,C,C3,< 1 year,MORTGAGE,59000.0,Source Verified,Sep-2017,n,debt_consolidation,NC,31.22,0.0,Oct-2003,0.0,17.0,0.0,47357.0,66.1%,33.0,w,Sep-2017,0.0,Joint App,0.0,0.0,293984.0,71600.0,17293.0,15369.0,74.2,0.0,0.0,167.0,121.0,1.0,1.0,2.0,1.0,0.0,6.0,8.0,8.0,10.0,13.0,10.0,18.0,8.0,17.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,335029.0,109822.0,59600.0,77189.0,Cash,1
11000.0,11000.0,11000.0, 36 months,  7.26%,340.96,A,A4,2 years,RENT,55000.0,Not Verified,Jul-2015,n,credit_card,CA,26.09,0.0,Mar-2004,0.0,7.0,0.0,33752.0,73.4%,16.0,w,Feb-2018,0.0,Individual,0.0,0.0,39965.0,46000.0,5709.0,12248.0,73.4,0.0,0.0,82.0,136.0,7.0,7.0,0.0,7.0,0.0,5.0,5.0,5.0,6.0,10.0,5.0,6.0,5.0,7.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,66848.0,39965.0,46000.0,20848.0,Cash,1
12000.0,12000.0,12000.0, 60 months, 13.99%,279.16,C,C3,1 year,MORTGAGE,60000.0,Source Verified,Mar-2017,n,credit_card,MO,15.26,0.0,Jun-1996,0.0,16.0,1.0,12037.0,58.7%,29.0,w,Feb-2018,0.0,Individual,0.0,526.0,161924.0,20500.0,10120.0,5607.0,63.1,0.0,0.0,104.0,248.0,6.0,6.0,4.0,6.0,0.0,4.0,8.0,5.0,7.0,13.0,9.0,12.0,8.0,16.0,0.0,0.0,0.0,3.0,96.4,40.0,0.0,0.0,176644.0,37517.0,15200.0,30269.0,Cash,1
8500.0,8500.0,8500.0, 36 months, 11.14%,278.85,B,B2,9 years,MORTGAGE,79000.0,Not Verified,Apr-2013,n,credit_card,MA,17.56,1.0,Jun-1999,1.0,12.0,0.0,16513.0,49.7%,21.0,f,Mar-2017,0.0,Individual,0.0,0.0,277999.0,33200.0,23167.0,12072.0,57.5,0.0,0.0,167.0,139.0,5.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,6.0,7.0,8.0,13.0,5.0,12.0,0.0,0.0,1.0,4.0,95.0,20.0,0.0,0.0,322824.0,62556.0,28400.0,67404.0,Cash,1
